doy,hod,coszen,PPFD,Tair,precip,VPD,Patm,u,CO2,O2,Vmax25,gamstar25,Tref,JV,Rlref,TRlref,Kc25,Ko25,alpha,c1,c2,c3,c4,eps_l,eps_s,albedo_l,albedo_ws,albedo_ds,tau_l,chi_l,kn,Ev,Ej,Egamstar,Ec,Eo,deltaSv,deltaSj,Hdv,Hdj,height,LAI,max_leaf_width,g1,g1T,beta,Lambda,BoA,P50,P88,kmax,kmaxT,kmaxWUE,kmaxCN,kmaxCM,kmaxLC,kmaxS1,kmaxS2,ksc_prev,krlC,krlM,ratiocrit,ksrmaxC,ksrmaxM,sref,srefT,PrefT,PcritC,PcritM,Alpha,Beta,ground_area,Ztop,Zbottom,Ps,Psie,hyds,theta_sat,fc,pwp,bch,r_soil
250,23.5,0.0,0.0,8.710811026,0,0.788050578,,2.765675729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,24.0,0.0,0.0,8.360562025,0,0.769554305,,2.765675729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,0.5,0.0,0.0,8.171832835,0,0.759747011,,1.4406974469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1.0,0.0,0.0,7.8735765639999995,0,0.744472385,,1.4406974469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1.5,0.0,0.0,7.602988728,0,0.730849315,,1.4406974469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2.0,0.0,0.0,7.357502601,0,0.718680415,,1.4406974469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2.5,0.0,0.0,7.134789565,0,0.7077951229999999,,1.4406974469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,3.0,0.0,0.0,6.932737021,0,0.698045527,,1.4406974469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,3.5,0.0,0.0,6.74942835,0,0.6893029140000001,,1.4406974469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,4.0,0.0,0.0,6.583124734,0,0.681454928,,1.4406974469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,4.5,0.0,0.0,6.432248658,0,0.674403192,,1.4406974469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,5.0,0.0,0.0,6.295368953,0,0.6680613320000001,,1.4406974469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,5.5,0.0,0.0,6.171187211,0,0.66235331,,1.4406974469999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,6.0,0.0,0.0,7.461031844,0,0.723790493,,1.481318234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,6.5,0.09792464,76.7036327,9.265637126,0,0.818151483,,1.5025626680000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,7.0,0.19905899,356.1016464,11.0444013,0,0.9215853070000001,,1.559507644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,7.5,0.29774975800000003,608.1410329,12.78071916,0,1.0334613609999999,,1.6194101930000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,8.0,0.392308315,867.7397698999999,14.45838179,0,1.152710014,,1.656589399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,8.5,0.48111674,1119.122637,16.06172779,0,1.277785862,,1.6876519980000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,9.0,0.562655496,1352.414696,17.57578955,0,1.406656568,,1.82934478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,9.5,0.635529431,1560.585082,18.98643293,0,1.536823564,,1.999669711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,10.0,0.6984916529999999,1738.287527,20.28048925,0,1.6653788630000002,,2.0542440280000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,10.5,0.75046486,1881.382909,21.44587819,0,1.789099235,,2.167166714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,11.0,0.790559777,1986.733346,22.47172055,0,1.904575436,,2.246773456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,11.5,0.8180903690000001,2052.112719,23.34843985,0,2.008370231,,2.292567031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,12.0,0.832585578,2076.1690129999997,24.06785171,0,2.097195307,,2.339772071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,12.5,0.8337973890000001,2058.409815,24.62324025,0,2.168094174,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,13.0,0.821705067,1999.1983899999998,25.00942078,0,2.218616381,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,13.5,0.7965155140000001,1899.7565079999997,25.22278821,0,2.246968126,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,14.0,0.758659732,1762.1768120000002,25.26135072,0,2.252125782,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,14.5,0.708785442,1589.455679,25.1247483,0,2.233901835,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,15.0,0.6477460079999999,1385.5719900000001,24.81425618,0,2.192957057,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,15.5,0.576585832,1155.668793,24.33277287,0,2.130757741,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,16.0,0.496522484,906.4730222999999,23.68479313,0,2.04948206,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,16.5,0.40892587,647.3052129,22.87636602,0,1.95188425,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,17.0,0.315294792,392.7035682,21.91503839,0,1.841128993,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,17.5,0.217231304,84.53142072,20.80978446,0,1.7206104690000001,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,18.0,0.1164133,0.0,19.57092204,0,1.593771092,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,18.5,0.014565803,0.0,15.29791818,0,1.216792167,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,19.0,0.0,0.0,14.33859405,0,1.143812273,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,19.5,0.0,0.0,13.46826386,0,1.080953908,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,20.0,0.0,0.0,12.67867186,0,1.026570859,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,20.5,0.0,0.0,11.9623282,0,0.979326466,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,21.0,0.0,0.0,11.31243783,0,0.9381281990000001,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,21.5,0.0,0.0,10.72283604,0,0.9020773809999999,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,22.0,0.0,0.0,10.18793003,0,0.870430288,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,22.5,0.0,0.0,9.702645823,0,0.8425678440000001,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,23.0,0.0,0.0,9.262380131,0,0.8179718709999999,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,23.5,0.0,0.0,8.862956707,0,0.796206341,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,24.0,0.0,0.0,8.500586725,0,0.776902503,,3.49475481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,0.5,0.0,0.0,7.0401929160000005,0,0.703215743,,1.719189609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1.0,0.0,0.0,6.73235922,0,0.68849376,,1.719189609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1.5,0.0,0.0,6.452983124,0,0.6753684659999999,,1.719189609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2.0,0.0,0.0,6.1994338739999995,0,0.66364788,,1.719189609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2.5,0.0,0.0,5.969323913999999,0,0.65316633,,1.719189609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,3.0,0.0,0.0,5.760486405,0,0.6437803120000001,,1.719189609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,3.5,0.0,0.0,5.570954822000001,0,0.635365093,,1.719189609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,4.0,0.0,0.0,5.398944433,0,0.627811905,,1.719189609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,4.5,0.0,0.0,5.2428354960000005,0,0.621025603,,1.719189609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,5.0,0.0,0.0,5.1011580069999996,0,0.6149227270000001,,1.719189609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,5.5,0.0,0.0,4.972577854,0,0.609429865,,1.719189609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,6.0,0.0,0.0,6.225657226,0,0.664851715,,1.751080459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,6.5,0.09491826,75.46003377,8.095472872,0,0.7558103420000001,,1.824237395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,7.0,0.196093803,350.60511030000004,9.939109496,0,0.856044774,,1.85238942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,7.5,0.294803382,603.8251417,11.73926833,0,0.9650104979999999,,1.867264616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,8.0,0.38935805,865.1795622000002,13.47905855,0,1.081714579,,2.044920771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,8.5,0.478139949,1118.449607,15.14215578,0,1.204672087,,2.2261887469999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,9.0,0.559629997,1353.550889,16.71295525,0,1.331888698,,2.445959881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,9.5,0.632433877,1563.3358150000001,18.1767182,0,1.460876599,,2.546054133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,10.0,0.6953058940000001,1742.384898,19.5197102,0,1.588708738,,2.576788474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,10.5,0.74717029,1886.510146,20.72933002,0,1.7121132940000001,,2.771564373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,11.0,0.78713965,1992.540987,21.79422783,0,1.827606354,,3.014491426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,11.5,0.814530089,2058.231046,22.70441175,0,1.9316564619999999,,3.1432710010000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,12.0,0.8288729490000001,2082.21874,23.45134156,0,2.0208706000000003,,3.377702237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,12.5,0.829922818,2064.0119760000002,24.02800884,0,2.09218779,,3.3024395280000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,13.0,0.8176617340000001,2003.9840149999998,24.42900275,0,2.143064432,,3.2137940019999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,13.5,0.7922994859999999,1903.3765460000002,24.65056078,0,2.1716351130000002,,3.0800035880000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,14.0,0.75427003,1764.312932,24.69060405,0,2.176834125,,2.958824851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,14.5,0.7042240609999999,1589.833068,24.54875685,0,2.158466152,,2.718369908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,15.0,0.643017879,1383.976426,24.22635011,0,2.11721933,,2.685744327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,15.5,0.571698739,1151.973103,23.72640897,0,2.054619383,,2.642730587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,16.0,0.49148693,900.6853888,23.05362437,0,1.97292931,,2.464196948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,16.5,0.4037549,639.6730421,22.21430899,0,1.875004194,,2.446588959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,17.0,0.310003768,383.9749931,21.21633812,0,1.764114696,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,17.5,0.21183764,82.63987488,20.06907567,0,1.643755074,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,18.0,0.110936168,0.0,18.78328637,0,1.517451981,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,18.5,0.009025803,0.0,14.37517617,0,1.146523152,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,19.0,0.0,0.0,13.38926198,0,1.0754011540000001,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,19.5,0.0,0.0,12.49449036,0,1.014236489,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,20.0,0.0,0.0,11.68243566,0,0.9613924999999999,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,20.5,0.0,0.0,10.94545112,0,0.915543332,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,21.0,0.0,0.0,10.27659692,0,0.8756076709999999,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,21.5,0.0,0.0,9.669574754,0,0.840697956,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,22.0,0.0,0.0,9.118668586,0,0.810081154,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,22.5,0.0,0.0,8.618690784,0,0.783148286,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,23.0,0.0,0.0,8.164933292,0,0.759390571,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,23.5,0.0,0.0,7.753123285,0,0.738380658,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,24.0,0.0,0.0,7.379382939,0,0.719757746,,2.38019331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,0.5,0.0,0.0,6.693371652000001,0,0.68664871,,1.848916588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1.0,0.0,0.0,6.44157613,0,0.674837273,,1.848916588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1.5,0.0,0.0,6.212976983,0,0.664269363,,1.848916588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2.0,0.0,0.0,6.005437272000001,0,0.654801586,,1.848916588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2.5,0.0,0.0,5.817016918999999,0,0.646309217,,1.848916588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,3.0,0.0,0.0,5.645954577,0,0.638683424,,1.848916588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,3.5,0.0,0.0,5.490651157,0,0.63182895,,1.848916588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,4.0,0.0,0.0,5.349654888,0,0.625662183,,1.848916588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,4.5,0.0,0.0,5.22164774,0,0.620109541,,1.848916588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,5.0,0.0,0.0,5.105433103,0,0.615106103,,1.848916588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,5.5,0.0,0.0,4.999924608,0,0.610594465,,1.848916588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,6.0,0.0,0.0,5.960375622000001,0,0.6527616970000001,,1.863663841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,6.5,0.091902728,74.17897493,7.495754111,0,0.725511492,,1.977274045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,7.0,0.193114437,344.9726443,9.01013094,0,0.804166182,,2.034939205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,7.5,0.29183774100000004,599.360383,10.48922384,0,0.888133715,,2.1292422369999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,8.0,0.386383455,862.4940159,11.91908329,0,0.9765365229999999,,2.268731363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,8.5,0.47513387799999995,1117.688212,13.28622412,0,1.068196623,,2.269183777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,9.0,0.556570463,1354.6395810000001,14.57775265,0,1.161637126,,2.323619388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,9.5,0.6292998089999999,1566.079082,15.78148832,0,1.2551032770000001,,2.372956568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,10.0,0.6920774959999999,1746.511295,16.88607855,0,1.3466048480000001,,2.477135955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,10.5,0.743829382,1891.6976339999999,17.88110582,0,1.4339799969999998,,2.5693289669999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,11.0,0.783669976,1998.4336670000002,18.75718589,0,1.514978657,,2.6861498389999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
